"Co_Code","Co_Name","Stock Exchange","NSE Symbol","Industry","Sector","Year End","Equity Paid Up","Net Sales","PAT","PBIDT","Debt-Equity Ratio[Latest]","PBIDTM (%)[Latest]"
2717,"Kopran","NSE","KOPRAN","Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg","Pharmaceuticals",201403,39.05,301.95,17.04,43.96,0.19,13.11
2717,"Kopran","NSE","KOPRAN","Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg","Pharmaceuticals",201503,41.1,325.59,15.48,38.03,0.19,13.11
2717,"Kopran","NSE","KOPRAN","Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg","Pharmaceuticals",201603,43.25,187.32,11.44,24.57,0.19,13.11
2718,"Guj Inds. Power","NSE","GIPCL","Power Generation And Supply","Power Generation & Distribution",201103,151.25,1085.44,162.95,317.76,0.28,31.35
2718,"Guj Inds. Power","NSE","GIPCL","Power Generation And Supply","Power Generation & Distribution",201203,151.25,1300.24,118.36,429.19,0.28,31.35
2718,"Guj Inds. Power","NSE","GIPCL","Power Generation And Supply","Power Generation & Distribution",201303,151.25,1416.04,218.88,616.92,0.28,31.35
2718,"Guj Inds. Power","NSE","GIPCL","Power Generation And Supply","Power Generation & Distribution",201403,151.25,1376.68,185.88,501.14,0.28,31.35
2718,"Guj Inds. Power","NSE","GIPCL","Power Generation And Supply","Power Generation & Distribution",201503,151.25,1214.66,126.31,446.42,0.28,31.35
2718,"Guj Inds. Power","NSE","GIPCL","Power Generation And Supply","Power Generation & Distribution",201603,151.25,1351.87,188.41,423.79,0.28,31.35
2720,"Lak. Vilas Bank","NSE","LAKSHVILAS","Banks - Private Sector","Banks",201103,97.53,1064.83,101.14,844.2,0,0
2720,"Lak. Vilas Bank","NSE","LAKSHVILAS","Banks - Private Sector","Banks",201203,97.53,1519.26,107.02,1297.62,0,0
2720,"Lak. Vilas Bank","NSE","LAKSHVILAS","Banks - Private Sector","Banks",201303,97.54,1760.55,91.57,1531.76,0,0
2720,"Lak. Vilas Bank","NSE","LAKSHVILAS","Banks - Private Sector","Banks",201403,97.56,1983.95,59.66,1539,0,0
2720,"Lak. Vilas Bank","NSE","LAKSHVILAS","Banks - Private Sector","Banks",201503,179.17,2214.53,132.29,1891.63,0,0
2720,"Lak. Vilas Bank","NSE","LAKSHVILAS","Banks - Private Sector","Banks",201603,179.46,2568.3,180.24,2171.99,0,0
2722,"Karur Vysya Bank","NSE","KARURVYSYA","Banks - Private Sector","Banks",201103,94.49,2217.7,415.59,2042.2,0,0
2722,"Karur Vysya Bank","NSE","KARURVYSYA","Banks - Private Sector","Banks",201203,107.18,3270.37,501.72,3023.68,0,0
2722,"Karur Vysya Bank","NSE","KARURVYSYA","Banks - Private Sector","Banks",201303,107.18,4242.43,550.32,3865.78,0,0
2722,"Karur Vysya Bank","NSE","KARURVYSYA","Banks - Private Sector","Banks",201403,107.18,5115.96,429.6,4302.44,0,0
2722,"Karur Vysya Bank","NSE","KARURVYSYA","Banks - Private Sector","Banks",201503,121.63,5395.88,464.28,4482.78,0,0
2722,"Karur Vysya Bank","NSE","KARURVYSYA","Banks - Private Sector","Banks",201603,121.86,5443.4,567.63,4656.47,0,0
2732,"Mastek","NSE","MASTEK","Computers - Software - Medium / Small","IT - Software",201106,13.48,364.33,-1.34,21.65,0,9.46
2732,"Mastek","NSE","MASTEK","Computers - Software - Medium / Small","IT - Software",201206,13.51,450.88,-5.57,20.56,0,9.46
2732,"Mastek","NSE","MASTEK","Computers - Software - Medium / Small","IT - Software",201303,12.32,401.02,30.19,50.45,0,9.46
2732,"Mastek","NSE","MASTEK","Computers - Software - Medium / Small","IT - Software",201403,11.08,550.57,26.97,58.65,0,9.46
2732,"Mastek","NSE","MASTEK","Computers - Software - Medium / Small","IT - Software",201503,11.27,665.12,74.39,105.42,0,9.46
2732,"Mastek","NSE","MASTEK","Computers - Software - Medium / Small","IT - Software",201603,11.5,378.67,13.37,35.82,0,9.46
2747,"Eimco Elecon(I)","NSE","EIMCOELECO","Engineering - Heavy - Material Handling","Capital Goods-Non Electrical Equipment",201103,5.77,185.64,13.4,26.73,0,17.75
2747,"Eimco Elecon(I)","NSE","EIMCOELECO","Engineering - Heavy - Material Handling","Capital Goods-Non Electrical Equipment",201203,5.77,177.98,20.33,31.36,0,17.75
2747,"Eimco Elecon(I)","NSE","EIMCOELECO","Engineering - Heavy - Material Handling","Capital Goods-Non Electrical Equipment",201303,5.77,171.57,15.14,25.81,0,17.75
2747,"Eimco Elecon(I)","NSE","EIMCOELECO","Engineering - Heavy - Material Handling","Capital Goods-Non Electrical Equipment",201403,5.77,193.4,20.17,33.45,0,17.75
2747,"Eimco Elecon(I)","NSE","EIMCOELECO","Engineering - Heavy - Material Handling","Capital Goods-Non Electrical Equipment",201503,5.77,196.41,21.52,34.86,0,17.75
2747,"Eimco Elecon(I)","NSE","EIMCOELECO","Engineering - Heavy - Material Handling","Capital Goods-Non Electrical Equipment",201603,5.77,139.58,16.64,26.46,0,17.75
2765,"Vijay Shan. Bui.","NSE","VIJSHAN","Construction - Housing - Medium / Small","Construction",201103,26.19,135.72,9.5,13.36,0.78,3.56
2765,"Vijay Shan. Bui.","NSE","VIJSHAN","Construction - Housing - Medium / Small","Construction",201203,26.19,210.27,9.47,15.35,0.78,3.56
2765,"Vijay Shan. Bui.","NSE","VIJSHAN","Construction - Housing - Medium / Small","Construction",201303,26.19,138.35,8.45,15.24,0.78,3.56
2765,"Vijay Shan. Bui.","NSE","VIJSHAN","Construction - Housing - Medium / Small","Construction",201403,26.19,65.55,4.07,8.3,0.78,3.56
2765,"Vijay Shan. Bui.","NSE","VIJSHAN","Construction - Housing - Medium / Small","Construction",201503,26.19,64.57,1.88,3.87,0.78,3.56
2765,"Vijay Shan. Bui.","NSE","VIJSHAN","Construction - Housing - Medium / Small","Construction",201603,26.19,56.52,0.71,2.01,0.78,3.56
2769,"Ashiana Housing","NSE","ASHIANA","Construction - Housing - Medium / Small","Realty",201103,18.61,131.6,48.95,64.66,0.09,30.36
2769,"Ashiana Housing","NSE","ASHIANA","Construction - Housing - Medium / Small","Realty",201203,18.61,201.13,68.65,88.23,0.09,30.36
2769,"Ashiana Housing","NSE","ASHIANA","Construction - Housing - Medium / Small","Realty",201303,18.61,119.18,32.1,43.03,0.09,30.36
2769,"Ashiana Housing","NSE","ASHIANA","Construction - Housing - Medium / Small","Realty",201403,18.61,76.51,21.45,26.02,0.09,30.36
2769,"Ashiana Housing","NSE","ASHIANA","Construction - Housing - Medium / Small","Realty",201503,20.47,120.2,45.67,56.93,0.09,30.36
2769,"Ashiana Housing","NSE","ASHIANA","Construction - Housing - Medium / Small","Realty",201603,20.47,498.27,131.45,151.29,0.09,30.36
2771,"NIIT","NSE","NIITLTD","Computers - Education","Computer Education",201103,33.02,648.01,49.74,141.9,0.18,12.39
2771,"NIIT","NSE","NIITLTD","Computers - Education","Computer Education",201203,33.02,734.57,96.25,206.08,0.18,12.39
2771,"NIIT","NSE","NIITLTD","Computers - Education","Computer Education",201303,33.02,641.47,1.16,104.65,0.18,12.39
2771,"NIIT","NSE","NIITLTD","Computers - Education","Computer Education",201403,33.03,520.19,-7.78,84.87,0.18,12.39
2771,"NIIT","NSE","NIITLTD","Computers - Education","Computer Education",201503,33.04,348.54,-116.1,-55.56,0.18,12.39
2771,"NIIT","NSE","NIITLTD","Computers - Education","Computer Education",201603,33.1,381.45,0.11,49.92,0.18,12.39
2773,"Ramgopal Polytex","NSE","RAMGOPOLY","Textiles - Texturising","Textiles",201103,14.4,10.51,0.04,0.13,0,-4.32
2773,"Ramgopal Polytex","NSE","RAMGOPOLY","Textiles - Texturising","Textiles",201203,14.4,1.98,0.32,0.7,0,-4.32
2773,"Ramgopal Polytex","NSE","RAMGOPOLY","Textiles - Texturising","Textiles",201303,14.4,20.89,1.59,2.86,0,-4.32
2773,"Ramgopal Polytex","NSE","RAMGOPOLY","Textiles - Texturising","Textiles",201403,14.4,16.48,0.57,1.53,0,-4.32
2773,"Ramgopal Polytex","NSE","RAMGOPOLY","Textiles - Texturising","Textiles",201503,14.4,50.59,-3.38,-3.08,0,-4.32
2773,"Ramgopal Polytex","NSE","RAMGOPOLY","Textiles - Texturising","Textiles",201603,14.4,36.12,-1.24,-1.11,0,-4.32
2777,"Bharat Rasayan","NSE","BHARATRAS","Pesticides / Agrochemicals - Indian - Medium/Small","Agro Chemicals",201103,4.25,93.82,5.89,10.11,0.97,16.75
2777,"Bharat Rasayan","NSE","BHARATRAS","Pesticides / Agrochemicals - Indian - Medium/Small","Agro Chemicals",201203,4.25,141.95,9.83,16.4,0.97,16.75
2777,"Bharat Rasayan","NSE","BHARATRAS","Pesticides / Agrochemicals - Indian - Medium/Small","Agro Chemicals",201303,4.25,187.56,9.59,25.95,0.97,16.75
2777,"Bharat Rasayan","NSE","BHARATRAS","Pesticides / Agrochemicals - Indian - Medium/Small","Agro Chemicals",201403,4.25,361.38,20.15,64.46,0.97,16.75
2777,"Bharat Rasayan","NSE","BHARATRAS","Pesticides / Agrochemicals - Indian - Medium/Small","Agro Chemicals",201503,4.25,438.76,31.75,83.29,0.97,16.75
2777,"Bharat Rasayan","NSE","BHARATRAS","Pesticides / Agrochemicals - Indian - Medium/Small","Agro Chemicals",201603,4.25,455.51,33.88,81.83,0.97,16.75
2779,"Cons. Finvest","NSE","CONSOFINVT","Finance - Small","Finance",201103,32.33,22.06,11.8,12.13,0,98.44
2779,"Cons. Finvest","NSE","CONSOFINVT","Finance - Small","Finance",201203,32.33,5.27,3.53,4.71,0,98.44
2779,"Cons. Finvest","NSE","CONSOFINVT","Finance - Small","Finance",201303,32.33,10.26,7.62,8.54,0,98.44
2779,"Cons. Finvest","NSE","CONSOFINVT","Finance - Small","Finance",201403,32.33,3.23,-3.72,2.29,0,98.44
2779,"Cons. Finvest","NSE","CONSOFINVT","Finance - Small","Finance",201503,32.33,2.18,1.49,1.66,0,98.44
2779,"Cons. Finvest","NSE","CONSOFINVT","Finance - Small","Finance",201603,32.33,48.04,45.76,47.32,0,98.44
2780,"Himadri Specialt","NSE","HSCL","Chemicals - Speciality - Medium / Small","Chemicals",201103,38.57,700.09,114.39,206.94,1.14,11.1
2780,"Himadri Specialt","NSE","HSCL","Chemicals - Speciality - Medium / Small","Chemicals",201203,38.57,1123.36,63.31,201.66,1.14,11.1
2780,"Himadri Specialt","NSE","HSCL","Chemicals - Speciality - Medium / Small","Chemicals",201303,38.57,1299.4,23.55,148.3,1.14,11.1
2780,"Himadri Specialt","NSE","HSCL","Chemicals - Speciality - Medium / Small","Chemicals",201403,38.57,1363.28,-39.11,115.17,1.14,11.1
2780,"Himadri Specialt","NSE","HSCL","Chemicals - Speciality - Medium / Small","Chemicals",201503,38.57,1377.5,-14.4,130.51,1.14,11.1
2780,"Himadri Specialt","NSE","HSCL","Chemicals - Speciality - Medium / Small","Chemicals",201603,41.84,1151.84,-12.08,149.43,1.14,11.1
2787,"SREI Infra. Fin.","NSE","SREINFRA","Finance - Medium","Finance",201103,503.24,745.7,134.3,665.27,5.14,90.62
2787,"SREI Infra. Fin.","NSE","SREINFRA","Finance - Medium","Finance",201203,503.24,1176.78,57.96,1072.19,5.14,90.62
2787,"SREI Infra. Fin.","NSE","SREINFRA","Finance - Medium","Finance",201303,503.24,1661.76,94.96,1523.78,5.14,90.62
2787,"SREI Infra. Fin.","NSE","SREINFRA","Finance - Medium","Finance",201403,503.24,1800.21,59.32,1649.53,5.14,90.62
2787,"SREI Infra. Fin.","NSE","SREINFRA","Finance - Medium","Finance",201503,503.24,1896.09,90.93,1679.55,5.14,90.62
2787,"SREI Infra. Fin.","NSE","SREINFRA","Finance - Medium","Finance",201603,503.24,1891.35,57.4,1718.49,5.14,90.62
2794,"ESI","NSE","EASTSILK","Textiles - Silk","Textiles",201103,15.79,636.98,-57.94,-9.45,0,-51.87
2794,"ESI","NSE","EASTSILK","Textiles - Silk","Textiles",201203,15.79,94.4,-91.6,-52.58,0,-51.87
2794,"ESI","NSE","EASTSILK","Textiles - Silk","Textiles",201303,15.79,75.86,-95.36,-52.8,0,-51.87
2794,"ESI","NSE","EASTSILK","Textiles - Silk","Textiles",201403,15.79,79.63,-136.45,-72.21,0,-51.87
2794,"ESI","NSE","EASTSILK","Textiles - Silk","Textiles",201503,15.79,61.02,-36.88,-14.07,0,-51.87
2796,"GTN Industries","NSE","GTNIND","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201103,17.55,399.12,9.51,52.8,4.64,8.5
2796,"GTN Industries","NSE","GTNIND","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201203,17.55,380.18,-9.18,17.52,4.64,8.5
2796,"GTN Industries","NSE","GTNIND","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201303,17.55,422.26,-16.31,16.65,4.64,8.5
2796,"GTN Industries","NSE","GTNIND","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201403,17.55,561.78,-0.83,34.77,4.64,8.5
2796,"GTN Industries","NSE","GTNIND","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201503,17.55,408.69,-12.54,17.05,4.64,8.5
2796,"GTN Industries","NSE","GTNIND","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201603,17.55,280.06,-4.42,14.59,4.64,8.5
2805,"MIRC Electronics","NSE","MIRCELECTR","Electronics - TV / Audio / VCR / VCP","Consumer Durables",201103,14.19,1913.48,27.29,76.36,1.32,0.31
2805,"MIRC Electronics","NSE","MIRCELECTR","Electronics - TV / Audio / VCR / VCP","Consumer Durables",201203,14.19,1650.74,-38.94,15.72,1.32,0.31
2805,"MIRC Electronics","NSE","MIRCELECTR","Electronics - TV / Audio / VCR / VCP","Consumer Durables",201303,14.19,1302.78,-28.64,7.63,1.32,0.31
2805,"MIRC Electronics","NSE","MIRCELECTR","Electronics - TV / Audio / VCR / VCP","Consumer Durables",201403,14.19,1295.11,-59.97,-7.51,1.32,0.31
2805,"MIRC Electronics","NSE","MIRCELECTR","Electronics - TV / Audio / VCR / VCP","Consumer Durables",201503,19.64,1070.62,0.81,50.52,1.32,0.31
2805,"MIRC Electronics","NSE","MIRCELECTR","Electronics - TV / Audio / VCR / VCP","Consumer Durables",201603,19.64,771.98,-27.01,7.23,1.32,0.31
2806,"Infosys","NSE","INFY","Computers - Software - Large","IT - Software",201103,287,25385,6443,9562,0,34.78
2806,"Infosys","NSE","INFY","Computers - Software - Large","IT - Software",201203,287,31254,8470,12470,0,34.78
2806,"Infosys","NSE","INFY","Computers - Software - Large","IT - Software",201303,287,36765,9116,13316,0,34.78
2806,"Infosys","NSE","INFY","Computers - Software - Large","IT - Software",201403,286,44341,10194,15109,0,34.78
2806,"Infosys","NSE","INFY","Computers - Software - Large","IT - Software",201503,574,47300,12164,17719,0,34.78
2806,"Infosys","NSE","INFY","Computers - Software - Large","IT - Software",201603,1148,53983,15786,21812,0,34.78
2817,"Pil Italica","NSE","PILITA","Plastics - Furniture","Plastic products",201103,15.5,20.91,28.11,29.22,0,2.59
2817,"Pil Italica","NSE","PILITA","Plastics - Furniture","Plastic products",201203,15.5,24.52,-1.03,0.5,0,2.59
2817,"Pil Italica","NSE","PILITA","Plastics - Furniture","Plastic products",201303,15.5,28,2.12,3.59,0,2.59
2817,"Pil Italica","NSE","PILITA","Plastics - Furniture","Plastic products",201403,15.5,34.7,14.81,16.11,0,2.59
2817,"Pil Italica","NSE","PILITA","Plastics - Furniture","Plastic products",201503,21,39.64,1.96,2.72,0,2.59
2817,"Pil Italica","NSE","PILITA","Plastics - Furniture","Plastic products",201603,21,42.5,0.4,1.1,0,2.59
2820,"Ansal Properties","NSE","ANSALAPI","Construction - Housing - Medium / Small","Realty",201103,78.7,1088.05,76.15,226.63,0.43,8.86
2820,"Ansal Properties","NSE","ANSALAPI","Construction - Housing - Medium / Small","Realty",201203,78.7,1037.88,34.58,135.72,0.43,8.86
2820,"Ansal Properties","NSE","ANSALAPI","Construction - Housing - Medium / Small","Realty",201303,78.7,1047.32,44.26,137.19,0.43,8.86
2820,"Ansal Properties","NSE","ANSALAPI","Construction - Housing - Medium / Small","Realty",201403,78.7,920.68,13.53,75.49,0.43,8.86
2820,"Ansal Properties","NSE","ANSALAPI","Construction - Housing - Medium / Small","Realty",201503,78.7,850.08,21.95,65.57,0.43,8.86
2820,"Ansal Properties","NSE","ANSALAPI","Construction - Housing - Medium / Small","Realty",201603,78.7,705.13,29.38,68.73,0.43,8.86
2825,"Information Tech","NSE","ITIL","Computers - Software - Converts","IT - Software",201103,69.5,0,-0.1,-0.1,0,0
2825,"Information Tech","NSE","ITIL","Computers - Software - Converts","IT - Software",201203,69.5,0,0,0,0,0
2825,"Information Tech","NSE","ITIL","Computers - Software - Converts","IT - Software",201303,69.5,0,0,0,0,0
2825,"Information Tech","NSE","ITIL","Computers - Software - Converts","IT - Software",201403,69.5,0,0,0,0,0
2831,"Sangam India","NSE","SANGAMIND","Textiles - Spinning - Synthetic / Blended","Textiles",201103,39.42,1171.52,56.59,203.77,1.56,16.29
2831,"Sangam India","NSE","SANGAMIND","Textiles - Spinning - Synthetic / Blended","Textiles",201203,39.42,1417.22,17.08,160.39,1.56,16.29
2831,"Sangam India","NSE","SANGAMIND","Textiles - Spinning - Synthetic / Blended","Textiles",201303,39.42,1478.84,51.3,220.48,1.56,16.29
2831,"Sangam India","NSE","SANGAMIND","Textiles - Spinning - Synthetic / Blended","Textiles",201403,39.42,1432.61,40.5,201.53,1.56,16.29
2831,"Sangam India","NSE","SANGAMIND","Textiles - Spinning - Synthetic / Blended","Textiles",201503,39.42,1468.66,51.57,219.78,1.56,16.29
2831,"Sangam India","NSE","SANGAMIND","Textiles - Spinning - Synthetic / Blended","Textiles",201603,39.42,1504.4,77.04,250.58,1.56,16.29
2838,"Mazda","NSE","MAZDA","Engineering - Light - General - Medium / Small","Capital Goods-Non Electrical Equipment",201103,4.26,84.41,18.9,26.38,0.02,15.14
2838,"Mazda","NSE","MAZDA","Engineering - Light - General - Medium / Small","Capital Goods-Non Electrical Equipment",201203,4.26,103.08,9.99,16.43,0.02,15.14
2838,"Mazda","NSE","MAZDA","Engineering - Light - General - Medium / Small","Capital Goods-Non Electrical Equipment",201303,4.26,120.99,12.37,20.82,0.02,15.14
2838,"Mazda","NSE","MAZDA","Engineering - Light - General - Medium / Small","Capital Goods-Non Electrical Equipment",201403,4.26,102.99,10.25,17.06,0.02,15.14
2838,"Mazda","NSE","MAZDA","Engineering - Light - General - Medium / Small","Capital Goods-Non Electrical Equipment",201503,4.26,117.81,11.23,18.68,0.02,15.14
2838,"Mazda","NSE","MAZDA","Engineering - Light - General - Medium / Small","Capital Goods-Non Electrical Equipment",201603,4.26,122.03,12.04,20.06,0.02,15.14
2846,"Tide Water Oil","NSE","TIDEWATER","Lubricants","Chemicals",201103,0.87,759.58,64.16,104.18,0,14.15
2846,"Tide Water Oil","NSE","TIDEWATER","Lubricants","Chemicals",201203,0.87,875.34,59.08,96.52,0,14.15
2846,"Tide Water Oil","NSE","TIDEWATER","Lubricants","Chemicals",201303,0.87,952.9,62.93,103.29,0,14.15
2846,"Tide Water Oil","NSE","TIDEWATER","Lubricants","Chemicals",201403,0.85,918.48,68.34,112.58,0,14.15
2846,"Tide Water Oil","NSE","TIDEWATER","Lubricants","Chemicals",201503,0.85,955.75,171.16,250.86,0,14.15
2846,"Tide Water Oil","NSE","TIDEWATER","Lubricants","Chemicals",201603,1.7,986.27,77.69,138.1,0,14.15
2848,"VLS Finance","NSE","VLSFINANCE","Finance - Large","Finance",201103,39.92,600.97,5.03,8.31,0.04,0.38
2848,"VLS Finance","NSE","VLSFINANCE","Finance - Large","Finance",201203,39.92,2135.26,2.15,4.23,0.04,0.38
2848,"VLS Finance","NSE","VLSFINANCE","Finance - Large","Finance",201303,39.92,2322.13,1.85,4.37,0.04,0.38
2848,"VLS Finance","NSE","VLSFINANCE","Finance - Large","Finance",201403,38.78,3816.35,3.48,4.59,0.04,0.38
2848,"VLS Finance","NSE","VLSFINANCE","Finance - Large","Finance",201503,38.78,4623.48,6.48,8,0.04,0.38
2848,"VLS Finance","NSE","VLSFINANCE","Finance - Large","Finance",201603,38.78,1913.84,7.02,10.37,0.04,0.38
2852,"Viceroy Hotels","NSE","VICEROY","Hotels - Small","Hotels & Restaurants",201103,42.41,73.54,-2.29,34.1,4.88,36.81
2852,"Viceroy Hotels","NSE","VICEROY","Hotels - Small","Hotels & Restaurants",201203,42.41,73.8,-3.29,32.65,4.88,36.81
2852,"Viceroy Hotels","NSE","VICEROY","Hotels - Small","Hotels & Restaurants",201303,42.41,72.19,-5.78,30.39,4.88,36.81
2852,"Viceroy Hotels","NSE","VICEROY","Hotels - Small","Hotels & Restaurants",201403,42.41,71.02,-130.56,-94.29,4.88,36.81
2852,"Viceroy Hotels","NSE","VICEROY","Hotels - Small","Hotels & Restaurants",201503,42.41,77.3,-5.05,30.58,4.88,36.81
2852,"Viceroy Hotels","NSE","VICEROY","Hotels - Small","Hotels & Restaurants",201603,42.41,84.22,14.33,49.57,4.88,36.81
2879,"Indo Biotech","NSE","INDBIOFOOD","Food - Processing - Others","FMCG",201109,22.08,0,0.02,0.02,0,0
2879,"Indo Biotech","NSE","INDBIOFOOD","Food - Processing - Others","FMCG",201209,22.08,0,-0.06,-0.06,0,0
2879,"Indo Biotech","NSE","INDBIOFOOD","Food - Processing - Others","FMCG",201309,22.08,0,-0.03,-0.03,0,0
2879,"Indo Biotech","NSE","INDBIOFOOD","Food - Processing - Others","FMCG",201409,22.08,0,-0.03,-0.03,0,0
2879,"Indo Biotech","NSE","INDBIOFOOD","Food - Processing - Others","FMCG",201503,22.08,0,0,0,0,0
2879,"Indo Biotech","NSE","INDBIOFOOD","Food - Processing - Others","FMCG",201603,22.08,0,-0.58,-0.58,0,0
2893,"Guj. Raffia Inds","NSE","GUJRAFFIA","Packaging - Polysacks","Packaging",201103,4.99,25.66,0.56,1.6,1.5,10.26
2893,"Guj. Raffia Inds","NSE","GUJRAFFIA","Packaging - Polysacks","Packaging",201203,4.99,27.45,0.57,1.49,1.5,10.26
2893,"Guj. Raffia Inds","NSE","GUJRAFFIA","Packaging - Polysacks","Packaging",201303,4.99,27.72,0.58,1.77,1.5,10.26
2893,"Guj. Raffia Inds","NSE","GUJRAFFIA","Packaging - Polysacks","Packaging",201403,4.99,36.5,0.77,3.36,1.5,10.26
2893,"Guj. Raffia Inds","NSE","GUJRAFFIA","Packaging - Polysacks","Packaging",201503,4.99,38.74,0.8,4.43,1.5,10.26
2893,"Guj. Raffia Inds","NSE","GUJRAFFIA","Packaging - Polysacks","Packaging",201603,4.99,37.03,0.79,4.12,1.5,10.26
2896,"Menon Bearings","NSE","MENONBE","Bearings - Medium / Small","Auto Ancillaries",201103,4.67,79.65,6.38,15.95,0.31,24.33
2896,"Menon Bearings","NSE","MENONBE","Bearings - Medium / Small","Auto Ancillaries",201203,4.67,87.62,7.4,17.18,0.31,24.33
2896,"Menon Bearings","NSE","MENONBE","Bearings - Medium / Small","Auto Ancillaries",201303,4.67,83.18,3.7,13.65,0.31,24.33
2896,"Menon Bearings","NSE","MENONBE","Bearings - Medium / Small","Auto Ancillaries",201403,4.67,86.81,6.18,16.01,0.31,24.33
2896,"Menon Bearings","NSE","MENONBE","Bearings - Medium / Small","Auto Ancillaries",201503,4.67,103.22,11.54,23.23,0.31,24.33
2896,"Menon Bearings","NSE","MENONBE","Bearings - Medium / Small","Auto Ancillaries",201603,4.67,111.38,14.89,29.53,0.31,24.33
2897,"Simplex Infra","NSE","SIMPLEXINF","Construction - Civil / Turnkey - Large","Construction",201103,9.93,4691.23,123.24,431.43,2.18,11.42
2897,"Simplex Infra","NSE","SIMPLEXINF","Construction - Civil / Turnkey - Large","Construction",201203,9.93,5897.59,89.19,478.67,2.18,11.42
2897,"Simplex Infra","NSE","SIMPLEXINF","Construction - Civil / Turnkey - Large","Construction",201303,9.93,5820.81,59.82,510.24,2.18,11.42
2897,"Simplex Infra","NSE","SIMPLEXINF","Construction - Civil / Turnkey - Large","Construction",201403,9.93,5512.98,60.58,555.52,2.18,11.42
2897,"Simplex Infra","NSE","SIMPLEXINF","Construction - Civil / Turnkey - Large","Construction",201503,9.93,5581.58,62.43,615.23,2.18,11.42
2897,"Simplex Infra","NSE","SIMPLEXINF","Construction - Civil / Turnkey - Large","Construction",201603,9.93,5811.62,66.27,663.63,2.18,11.42
2900,"Vardhman Polytex","NSE","VARDMNPOLY","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201103,16.28,716.42,26.7,112.48,3.64,12.45
2900,"Vardhman Polytex","NSE","VARDMNPOLY","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201203,16.28,749.28,-81.41,-4.15,3.64,12.45
2900,"Vardhman Polytex","NSE","VARDMNPOLY","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201303,17.88,786.21,1.17,94.43,3.64,12.45
2900,"Vardhman Polytex","NSE","VARDMNPOLY","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201403,19.85,922.71,4.78,111.18,3.64,12.45
2900,"Vardhman Polytex","NSE","VARDMNPOLY","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201503,22.33,942.4,-28.8,50.58,3.64,12.45
2900,"Vardhman Polytex","NSE","VARDMNPOLY","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201603,22.33,878.08,9.02,111.63,3.64,12.45
2912,"CMI","NSE","CMICABLES","Cables - Telephone","Cables",201103,3.21,58.93,2.01,5.42,1.26,12.68
2912,"CMI","NSE","CMICABLES","Cables - Telephone","Cables",201203,3.37,72.84,2.16,6.78,1.26,12.68
2912,"CMI","NSE","CMICABLES","Cables - Telephone","Cables",201303,3.54,88.57,1.66,8.17,1.26,12.68
2912,"CMI","NSE","CMICABLES","Cables - Telephone","Cables",201403,3.54,105.41,1.77,9.2,1.26,12.68
2912,"CMI","NSE","CMICABLES","Cables - Telephone","Cables",201503,11.46,135.75,6.3,15.91,1.26,12.68
2912,"CMI","NSE","CMICABLES","Cables - Telephone","Cables",201603,14.08,240.22,17,34.23,1.26,12.68
2915,"Jayant Agro Org.","NSE","JAYAGROGN","Chemicals - Speciality - Large","Chemicals",201103,7.5,1142.65,17.74,49.03,0.62,9.22
2915,"Jayant Agro Org.","NSE","JAYAGROGN","Chemicals - Speciality - Large","Chemicals",201203,7.5,1662.42,21.98,68.63,0.62,9.22
2915,"Jayant Agro Org.","NSE","JAYAGROGN","Chemicals - Speciality - Large","Chemicals",201303,7.5,1223.8,27.73,74.38,0.62,9.22
2915,"Jayant Agro Org.","NSE","JAYAGROGN","Chemicals - Speciality - Large","Chemicals",201403,7.5,652.81,37.32,78.27,0.62,9.22
2915,"Jayant Agro Org.","NSE","JAYAGROGN","Chemicals - Speciality - Large","Chemicals",201503,7.5,654.85,11.32,45.76,0.62,9.22
2915,"Jayant Agro Org.","NSE","JAYAGROGN","Chemicals - Speciality - Large","Chemicals",201603,7.5,561.78,21.6,52.18,0.62,9.22
2955,"D S Kulkarni Dev","NSE","DSKULKARNI","Construction - Housing - Medium / Small","Realty",201103,25.8,200.28,16.67,30.08,1.23,22.15
2955,"D S Kulkarni Dev","NSE","DSKULKARNI","Construction - Housing - Medium / Small","Realty",201203,25.8,193.65,17.34,32.88,1.23,22.15
2955,"D S Kulkarni Dev","NSE","DSKULKARNI","Construction - Housing - Medium / Small","Realty",201303,25.8,54.1,18.43,39.33,1.23,22.15
